suid,capturetime,headline,all_topics,all_people,flagged_people_ids,flagged_people_keys,score,relevant,autolabeler_id
RCRQ5WT1UM0W,2022-05-31T22:22:44.666+00:00,*YELLEN SAYS FED IS TAKING THE STEPS IT NEEDS TO TAKE,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;INF;G7ECOS;GOV;US;USECO;GOVMISC;RIF;TRE;CECO;ECO;MSCINAMER;FINNEWS;FINMIN;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;ECOSTAT;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;INF;MISC;G7ECOS;FIALL;GOV;US;REGIONFILT;CREDITKEY;RUNEWS;EQUITYKEY;AGRKEY;USECO;BGOVBILLGO;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;RIF;BROKERLITE;TRE;ECOINDIC;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;DC;FLASHG7;SPREGIONS;POLIRISK;NRGKEY;CMDGLOMAC;G8;RATESKEY;FIASST;FINMIN,1442491;6221366,1442491,yellen,0,1,18f8c254fac54a829102febf33544876
RD4039DWRGG1,2022-06-07T13:28:21.116+00:00,*YELLEN: BUDGET POLICY CAN COMPLEMENT FED IN FIGHTING INFLATION,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;G7ECOS;GOV;US;USECO;GOVMISC;RIF;TRE;CECO;ECO;MSCINAMER;FINNEWS;FINMIN;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;ECOSTAT;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;BUD;HEADS;INF;MISC;G7ECOS;FIALL;GOV;US;CREDITKEY;EQUITYKEY;AGRKEY;USECO;BGOVBILLGO;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;RIF;BROKERLITE;TRE;ECOINDIC;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;DC;FLASHG7;SPREGIONS;POLIRISK;NRGKEY;CMDGLOMAC;G8;RATESKEY;FIASST;FINMIN,1442491;6221366,1442491,yellen,-9999,0,c264e9822daa45c686266625db0e11e7
RD43ERDWLU6D,2022-06-07T14:40:03.735+00:00,*YELLEN HIGHLIGHTS AGAIN FED'S IMPORTANT ROLE IN INFLATION FIGHT,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;INF;GOV;US;RIF;TRE;ECO;MSCINAMER;FINNEWS;FINMIN;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;ECOSTAT;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;INF;MISC;G7ECOS;FIALL;GOV;US;REGIONFILT;CREDITKEY;RUNEWS;EQUITYKEY;AGRKEY;BGOVBILLGO;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;RIF;BROKERLITE;TRE;ECOINDIC;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;DC;FLASHG7;SPREGIONS;POLIRISK;NRGKEY;CMDGLOMAC;G8;RATESKEY;FIASST;FINMIN,1442491;6221366,1442491,yellen,0,1,bade567566344ae2abc3188e577442b3
RD89FBDWX2PU,2022-06-09T20:40:23.576+00:00,"*YELLEN: LOOK FIRST, FOREMOST TO FED TO DEAL WITH INFLATION",BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;INF;G7ECOS;GOV;US;USECO;GOVMISC;CEN;RIF;TRE;CECO;ECO;MSCINAMER;FINNEWS;FED;FINMIN;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;ECOSTAT;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;INF;MISC;G7ECOS;FIALL;GOV;US;REGIONFILT;CREDITKEY;RUNEWS;EQUITYKEY;AGRKEY;USECO;BGOVBILLGO;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;RIF;BROKERLITE;TRE;ECOINDIC;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;BZNEWS;DC;FLASHG7;FED;SPREGIONS;POLIRISK;NRGKEY;CMDGLOMAC;G8;RATESKEY;FIASST;FINMIN,1442491;6221366,1442491,yellen,0,1,b82100738d594c1e8eb5d966e6109202
RD89G8DWRGG4,2022-06-09T20:40:56.536+00:00,*YELLEN: DEFICIT REDUCTION CAN COMPLEMENT FED IN INFLATION FIGHT,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;INF;G7ECOS;GOV;US;USECO;GOVMISC;CEN;RIF;TRE;CECO;ECO;MSCINAMER;FINNEWS;FED;FINMIN;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;ECOSTAT;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;INF;MISC;G7ECOS;FIALL;GOV;US;REGIONFILT;CREDITKEY;RUNEWS;EQUITYKEY;AGRKEY;USECO;BGOVBILLGO;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;RIF;BROKERLITE;TRE;ECOINDIC;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;BZNEWS;DC;FLASHG7;FED;SPREGIONS;POLIRISK;NRGKEY;CMDGLOMAC;G8;RATESKEY;FIASST;FINMIN,1442491;6221366,1442491,yellen,-9999,0,37d7b2c6024f4d7ebadae047637d4e1e
RD9NPFDWRGG0,2022-06-10T14:46:27.173+00:00,*DEESE: FED HAS TOOLS IT NEEDS TO FIGHT INFLATION,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;BFWGOV;GOV;US;EXE;RIF;GEN;BFWDC;ECO;MSCINAMER;FINNEWS;FIRSTWORD;BFW;BIZNEWS;MSCIWORLD;NORTHAM;ECOSTAT;USGOV;ACEXCLUDE;DEBTKEY;CPNYCNT1;BUSINESS;G7MEMB;BONDWIRES;HEADS;INF;MISC;FIALL;BFWGOV;GOV;US;CREDITKEY;EQUITYKEY;EXE;BGOVBILLGO;WORLD;FXKEY;DEVECO;G10MEMB;RIF;GEN;BFWDC;ECOINDIC;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;DC;SPREGIONS;POLIRISK;FIRSTWORD;BFW;RATESKEY;FIASST,15947222;3104699,15947222,deese,0,1,62017142b5a74d738eb1f28035468537
RD9SPEDWLU68,2022-06-10T16:34:26.133+00:00,"*FED FOCUSED ON INFLATION, BIDEN GIVING THEM SPACE TO ACT: ROUSE",BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;INF;BFWGOV;GOV;US;EXE;RIF;BFWDC;ECO;MSCINAMER;FINNEWS;FIRSTWORD;BFW;BIZNEWS;MSCIWORLD;NORTHAM;ECOSTAT;USGOV;ACEXCLUDE;DEBTKEY;CPNYCNT1;BUSINESS;G7MEMB;BONDWIRES;HEADS;INF;MISC;FIALL;BFWGOV;GOV;US;CREDITKEY;EQUITYKEY;EXE;BGOVBILLGO;WORLD;FXKEY;DEVECO;G10MEMB;RIF;GEN;BFWDC;ECOINDIC;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;DC;SPREGIONS;POLIRISK;FIRSTWORD;BFW;RATESKEY;FIASST,16338464;22324244,16338464,rouse,0,1,a1619cf2a6934050a6da1d6b5651640d
RD9SRJDWLU6B,2022-06-10T16:35:43.773+00:00,"*CONFIDENT IN FED, WHICH IS FOCUSED ON INFLATION: ROUSE",BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;INF;G7ECOS;BFWGOV;GOV;US;USECO;EXE;GOVMISC;CEN;RIF;BFWDC;CECO;ECO;MSCINAMER;FINNEWS;FED;FIRSTWORD;BFW;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;ECOSTAT;USGOV;ACEXCLUDE;DEBTKEY;CPNYCNT1;BUSINESS;G7MEMB;BONDWIRES;HEADS;INF;MISC;G7ECOS;FIALL;BFWGOV;GOV;US;REGIONFILT;CREDITKEY;EQUITYKEY;AGRKEY;USECO;EXE;BGOVBILLGO;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;RIF;GEN;BFWDC;BROKERLITE;ECOINDIC;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;BZNEWS;DC;FLASHG7;FED;SPREGIONS;POLIRISK;NRGKEY;FIRSTWORD;CMDGLOMAC;BFW;G8;RATESKEY;FIASST,16338464;22324244,16338464,rouse,0,1,4cdc3c766cfd400ea98ef29dd80be1fb
RD9SSCDWX2PU,2022-06-10T16:36:12.346+00:00,*FED NOMINEE BARR NEEDS TO BE CONFIRMED BY SENATE: ROUSE,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;INF;G7ECOS;BFWGOV;GOV;US;USECO;EXE;GOVMISC;CEN;RIF;BFWDC;CECO;ECO;MSCINAMER;FINNEWS;FED;FIRSTWORD;BFW;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;ECOSTAT;WNEWS;USGOV;ACEXCLUDE;DEBTKEY;CPNYCNT1;BUSINESS;G7MEMB;BONDWIRES;HEADS;INF;MISC;MISCCOS;G7ECOS;FIALL;BFWGOV;GOV;US;REGIONFILT;CREDITKEY;EQUITYKEY;AGRKEY;USECO;EXE;BGOVBILLGO;POL;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;RIF;GEN;BFWDC;BROKERLITE;ECOINDIC;CMDKEY;CECO;COS;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;BZNEWS;DC;FLASHG7;FED;SPREGIONS;POLIRISK;NRGKEY;FIRSTWORD;CMDGLOMAC;BFW;G8;RATESKEY;FIASST,16338464;22324244,16338464,rouse,-9999,0,af9fc8e5aa3540d2b068854c13ba6d20
REYP38BXZE9S,2022-07-13T13:49:56.491+00:00,*BIDEN SAYS HE'LL GIVE FED ROOM IT NEEDS TO FIGHT INFLATION,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;NRG;HEADS;OIL;INF;BFWGOV;GOV;US;EXE;POL;BFWDC;ECO;MSCINAMER;FINNEWS;RLSHEAD;FIRSTWORD;BFW;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;ECOSTAT;USGOV;ACEXCLUDE;DEBTKEY;CPNYCNT1;BUSINESS;G7MEMB;BONDWIRES;NRG;HEADS;OIL;INF;MISC;FIALL;BFWGOV;GOV;CMD;US;CREDITKEY;EQUITYKEY;OILGASCOAL;EXE;BGOVBILLGO;POL;WORLD;FXKEY;DEVECO;G10MEMB;GEN;BFWDC;ECOINDIC;CMDKEY;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;DC;SPREGIONS;POLIRISK;RLSHEAD;NRGKEY;FIRSTWORD;BFW;RATESKEY;FIASST,13387985;3104699,13387985,biden,-1,1,024873281d224e32a1d844a87aaada44
RF042DT1UM0W,2022-07-14T08:11:01.928+00:00,*YELLEN: BIDEN ADMIN SUPPORTIVE OF FED'S STEPS TO CONTROL PRICES,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;NRG;HEADS;OIL;INF;G7ECOS;MARKETS;GOV;US;USECO;GOVMISC;CEN;RIF;TRE;FRX;CECO;ECO;MSCINAMER;FINNEWS;G8;FINMIN;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;ECOSTAT;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;NRG;HEADS;OIL;INF;MISC;G7ECOS;FIALL;MARKETS;GOV;CMD;US;CREDITKEY;EQUITYKEY;OILGASCOAL;AGRKEY;USECO;EXE;BGOVBILLGO;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;RIF;GEN;BROKERLITE;TRE;ECOINDIC;FRX;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;DC;FLASHG7;SPREGIONS;POLIRISK;NRGKEY;CMDGLOMAC;G8;RATESKEY;FIASST;FINMIN,1442491;7309444,1442491,yellen,-1,1,9ade98cd55ec457c9424c24dc778cf4a
RF04B2T0AFB6,2022-07-14T08:16:14.462+00:00,*YELLEN: FED POLICY NOT UNIFORMLY BAD FOR EM COUNTRIES,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;NRG;HEADS;OIL;INF;G7ECOS;MARKETS;GOV;US;USECO;GOVMISC;CEN;RIF;TRE;FRX;CECO;ECO;MSCINAMER;FINNEWS;G8;FINMIN;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;ECOSTAT;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;NRG;HEADS;OIL;INF;MISC;G7ECOS;FIALL;MARKETS;GOV;CMD;US;REGIONFILT;CREDITKEY;RUNEWS;EQUITYKEY;OILGASCOAL;AGRKEY;USECO;BGOVBILLGO;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;RIF;BROKERLITE;TRE;ECOINDIC;FRX;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;DC;FLASHG7;SPREGIONS;POLIRISK;NRGKEY;CMDGLOMAC;G8;RATESKEY;FIASST;FINMIN,1442491;7309444,1442491,yellen,1,1,4a5248d8e1f94f03a671ae78cc86de4c
RFJ5YRT0AFB4,2022-07-24T15:06:27.624+00:00,*YELLEN: EXPECT FED'S ANTI-INFLATION POLICIES TO BE SUCCESSFUL,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;INF;G7ECOS;BFWGOV;GOV;US;USECO;GOVMISC;RIF;BFWDC;TRE;CECO;ECO;MSCINAMER;FINNEWS;FINMIN;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;ECOSTAT;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;INF;MISC;G7ECOS;FIALL;BFWGOV;GOV;US;REGIONFILT;CREDITKEY;RUNEWS;EQUITYKEY;AGRKEY;USECO;BGOVBILLGO;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;RIF;BFWDC;BROKERLITE;TRE;ECOINDIC;CMDKEY;CECO;SRCRANK1;POSITIVE;ECO;MSCINAMER;BGOVCODES;FINNEWS;DC;FLASHG7;SPREGIONS;POLIRISK;NRGKEY;FIRSTWORD;CMDGLOMAC;G8;RATESKEY;FIASST;FINMIN,1442491;16325166,1442491,yellen,0,1,3808b91c2e394d619519414363cf723d
RFQGRRBZ8CG0,2022-07-28T13:43:04.035+00:00,*BIDEN SAYS NO SURPRISE ECONOMY IS SLOWING DOWN AMID FED ACTIONS,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;G7ECOS;BFWGOV;GOV;US;USECO;EXE;GOVMISC;BFWDC;CECO;ECO;MSCINAMER;FINNEWS;FIRSTWORD;BFW;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;USGOV;ACEXCLUDE;DEBTKEY;CPNYCNT1;BUSINESS;G7MEMB;BONDWIRES;HEADS;MISC;G7ECOS;FIALL;BFWGOV;GOV;US;CREDITKEY;EQUITYKEY;AGRKEY;USECO;EXE;BGOVBILLGO;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;GEN;BFWDC;BROKERLITE;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;DC;FLASHG7;SPREGIONS;POLIRISK;NRGKEY;FIRSTWORD;CMDGLOMAC;BFW;G8;RATESKEY;FIASST,19535207;13387985,13387985,biden,0,1,212b36abe51742219fa7f06f6a43ecbc
RFQGS8BYLVCW,2022-07-28T13:43:20.738+00:00,*BIDEN: 'NO SURPRISE' ECONOMY SLOWING AS FED ACTS ON INFLATION,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;G7ECOS;BFWGOV;GOV;US;USECO;EXE;GOVMISC;BFWDC;BGOVCT;CECO;ECO;MSCINAMER;FINNEWS;FIRSTWORD;BFW;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;ECOSTAT;USGOV;ACEXCLUDE;DEBTKEY;CPNYCNT1;BUSINESS;G7MEMB;BONDWIRES;HEADS;INF;MISC;G7ECOS;FIALL;BFWGOV;GOV;US;CREDITKEY;EQUITYKEY;AGRKEY;USECO;EXE;BGOVBILLGO;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;GEN;BFWDC;BROKERLITE;ECOINDIC;BGOVCT;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;DC;FLASHG7;SPREGIONS;POLIRISK;NRGKEY;FIRSTWORD;CMDGLOMAC;BFW;G8;RATESKEY;FIASST,22684686;13387985,13387985,biden,-9999,0,487d8164383a44b19256233d084f0f8b
RFQS1HT1UM0W,2022-07-28T17:46:29.392+00:00,*YELLEN: FED IS TAKING THE RIGHT MEASURES TO CURB INFLATION,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;GOV;US;RIF;TRE;ECO;MSCINAMER;FINNEWS;FINMIN;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;ECOSTAT;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;INF;MISC;G7ECOS;FIALL;GOV;US;REGIONFILT;CREDITKEY;RUNEWS;EQUITYKEY;AGRKEY;BGOVBILLGO;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;RIF;BROKERLITE;TRE;ECOINDIC;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;DC;FLASHG7;SPREGIONS;POLIRISK;NRGKEY;CMDGLOMAC;G8;RATESKEY;FIASST;FINMIN,1442491;17478431,1442491,yellen,1,1,b39f2a5ba7a743bbbe34d7026ad470fa
RG5O1CDWX2PS,2022-08-05T18:44:00.121+00:00,*JULY JOBS REPORT GIVES FED HEADROOM TO DO ITS WORK: ROUSE,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;HEADS;BFWGOV;GOV;US;POL;RIF;BFWDC;MSCINAMER;FIRSTWORD;BFW;BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;CPNYCNT1;G7MEMB;BONDWIRES;HEADS;MISC;BFWGOV;GOV;US;EQUITYKEY;BGOVBILLGO;POL;WORLD;DEVECO;G10MEMB;RIF;GEN;BFWDC;SRCRANK1;MSCINAMER;BGOVCODES;GCON;DC;SPREGIONS;POLIRISK;FIRSTWORD;BFW,16338464;18985888,16338464,rouse,1,1,931f89dfcd0f40ecaa80899811ac4d74
RGPUVDDWLU68,2022-08-16T16:23:37.304+00:00,*US HOUSING DATA IS INTENDED RESULT OF FEDâ€™S TIGHTENING: DEESE,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;INF;G7ECOS;BFWGOV;GOV;US;USECO;EXE;GOVMISC;CEN;RIF;BFWDC;CECO;ECO;MSCINAMER;FINNEWS;FED;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;ECOSTAT;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;INF;MISC;GOVPL;G7ECOS;FIALL;BFWGOV;GOV;US;REGIONFILT;CREDITKEY;RUNEWS;EQUITYKEY;AGRKEY;USECO;EXE;BGOVBILLGO;WORLD;GOVMISC;FXKEY;IGO;DEVECO;OILKEY;CEN;G10MEMB;RIF;GEN;BFWDC;BROKERLITE;ECOINDIC;MTGEKEY;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;GCON;BZNEWS;DC;FLASHG7;FED;SPREGIONS;POLIRISK;NRGKEY;FIRSTWORD;CMDGLOMAC;G8;RATESKEY;FIASST,15947222;16448941,15947222,deese,1,1,b9f9b2a4be73498886dfcc7a3f15669a
RIFHTCT1UM0X,2022-09-18T23:30:00.087+00:00,*BIDEN PREDICTS `SOFT LANDING' FOR ECONOMY AS FED HIKES RATES,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;HEADS;BPOLITICS;BFWGOV;GOV;US;EXE;RIF;BFWDC;MSCINAMER;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;MISC;GOVPL;G7ECOS;FIALL;BPOLITICS;BFWGOV;POLI;GOV;US;CREDITKEY;EQUITYKEY;AGRKEY;USECO;EXE;BGOVBILLGO;WORLD;GOVMISC;FXKEY;IGO;DEVECO;OILKEY;CEN;G10MEMB;RIF;GEN;BFWDC;BROKERLITE;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;GCON;DC;FLASHG7;FED;MONETARY;SPREGIONS;POLIRISK;NRGKEY;FIRSTWORD;CMDGLOMAC;G8;RATESKEY;FIASST,13387985;4850493,13387985,biden,0,1,04333d41719d4fa4aeeed4da2989f49a
RIMK8IT1UM0W,2022-09-22T18:48:18.504+00:00,*YELLEN: FED MAY HAVE TO EASE SOME LABOR-MARKET PRESSURE,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;INF;G7ECOS;GOV;US;USECO;GOVMISC;CEN;RIF;CECO;ECO;MSCINAMER;FINNEWS;FED;SUPPLY;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;ECOSTAT;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;INF;MISC;MISCCOS;GOVPL;G7ECOS;FIALL;GOV;US;REGIONFILT;CREDITKEY;RUNEWS;EQUITYKEY;AGRKEY;USECO;BGOVBILLGO;WORLD;GOVMISC;FXKEY;IGO;DEVECO;OILKEY;CEN;G10MEMB;RIF;BROKERLITE;ECOINDIC;CMDKEY;CECO;COS;SRCRANK1;LABOR;ECO;MSCINAMER;BGOVCODES;FINNEWS;BZNEWS;DC;FLASHG7;FED;SPREGIONS;POLIRISK;NRGKEY;SUPPLY;CMDGLOMAC;G8;RATESKEY;FIASST,1442491;16419156,1442491,yellen,0,1,1c8692921cf540a89c30919d1b95a047
RJNQOXT1UM0W,2022-10-12T20:38:57.111+00:00,*YELLEN SAYS FED'S STANDING REPO CAN BE HELPFUL FOR LIQUIDITY,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;NOB;G7ECOS;USB;MARKETS;GOV;US;USECO;GOVMISC;RIF;TRE;FRX;CECO;ECO;MSCINAMER;FINNEWS;BON;CBM;FINMIN;METALKEY;BIZNEWS;UST;MSCIWORLD;NORTHAM;GLOBALMACR;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;NOB;MISC;GOVPL;G7ECOS;FIALL;USB;MARKETS;GOV;US;REGIONFILT;CREDITKEY;RUNEWS;EQUITYKEY;AGRKEY;USECO;BGOVBILLGO;WORLD;GOVMISC;FXKEY;IGO;DEVECO;OILKEY;CEN;G10MEMB;RIF;FISUB;BROKERLITE;TRE;FRX;MTGEKEY;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;DC;FLASHG7;SPREGIONS;POLIRISK;NRGKEY;CMDGLOMAC;BON;G8;RATESKEY;GBN;FIASST;CBM;FINMIN,1442491;6221366,1442491,yellen,-9999,0,5bd2b784fcef4678be5d5140a1838430
RJR8ZYT1UM0W,2022-10-14T18:07:10.810+00:00,*YELLEN: FED VERY COMMITTED TO BRINGING DOWN INFLATION,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;INF;G7ECOS;MARKETS;BFWGOV;GOV;US;USECO;GOVMISC;CEN;RIF;UNEMPLOY;BFWDC;TRE;FRX;CECO;ECO;MSCINAMER;FINNEWS;FED;FIRSTWORD;BFW;FINMIN;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;ECOSTAT;USGOV;ACEXCLUDE;DEBTKEY;CPNYCNT1;BUSINESS;G7MEMB;BONDWIRES;HEADS;INF;MISC;MISCCOS;GOVPL;G7ECOS;FIALL;MARKETS;BFWGOV;GOV;US;REGIONFILT;CREDITKEY;RUNEWS;EQUITYKEY;AGRKEY;USECO;BGOVBILLGO;WORLD;GOVMISC;FXKEY;IGO;DEVECO;OILKEY;CEN;G10MEMB;RIF;UNEMPLOY;BFWDC;BROKERLITE;TRE;ECOINDIC;FRX;CMDKEY;CECO;COS;SRCRANK1;LABOR;ECO;MSCINAMER;BGOVCODES;FINNEWS;BZNEWS;DC;FLASHG7;FED;SPREGIONS;POLIRISK;NRGKEY;FIRSTWORD;CMDGLOMAC;BFW;G8;RATESKEY;FIASST;FINMIN,1442491;22324244,1442491,yellen,0,1,81521b129501432ab93a3db012f8d231
RJUKE0T0G1KW,2022-10-16T13:06:00.764+00:00,*ROUSE: STARTING TO SEE SIGNS THAT FED MOVES HAVING AN EFFECT,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;INF;G7ECOS;BFWGOV;GOV;US;USECO;EXE;GOVMISC;CEN;RIF;BFWDC;CECO;ECO;MSCINAMER;FINNEWS;FED;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;ECOSTAT;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;INF;MISC;GOVPL;G7ECOS;FIALL;BFWGOV;GOV;US;REGIONFILT;CREDITKEY;RUNEWS;EQUITYKEY;AGRKEY;USECO;EXE;BGOVBILLGO;WORLD;GOVMISC;FXKEY;IGO;DEVECO;OILKEY;CEN;G10MEMB;RIF;GEN;BFWDC;BROKERLITE;ECOINDIC;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;GCON;BZNEWS;DC;FLASHG7;FED;SPREGIONS;POLIRISK;NRGKEY;FIRSTWORD;CMDGLOMAC;G8;RATESKEY;FIASST,16325166;16338464,16338464,rouse,0,1,80a20c6613f04a68a13636ab96f6e243
