,suid,headline,timestamp_clean,relevant,hawk_dove,_reviewed,_untrained
6131,NFCWOJ6TTDSQ,*DUDLEY SAYS UNDERSTANDS RISK OF BEING TOO CLOSE TO BANKS,2014-11-20 16:21:55.695000-05:00,0,,1,
6132,P4THX56KLVRV,*POWELL: CURRENT LEVEL OF LEVERAGE RATIO DEMAND NOT APPROPRIATE,2018-02-27 11:31:53.530000-05:00,0,,1,
6133,P4M1S13T6SQX,*FED SAYS U.S. BANKS WELL-CAPITALIZED WITH SIGNIFICANT LIQUIDITY,2018-02-23 11:00:01.047000-05:00,0,,1,
6134,LQJ90N1A1I4I,*FRM FED OFFICIAL POOLE SAYS FED POLICY IS 'CHOKING' ECONOMY,2011-08-26 07:24:23.626000-04:00,0,,1,
6135,OFCHQ36JIJVH,"*DUDLEY: WEAK ACCOUNTABILITY, WRONG INCENTIVES HURT BANK CULTURE",2016-10-20 08:30:00.001000-04:00,0,,1,
6136,OEOQWI6JTSEC,*MESTER: FED SHOULD PUBLISH CONFIDENCE BAND AROUND RATE DOT PLOT,2016-10-07 12:45:00.006000-04:00,0,,1,
6137,LR7IGT1A1I4H,*POOLE: BERNANKE NEEDS TO SAY FED CAN'T HEAL ALL ECONOMY'S ILLS,2011-09-08 09:50:53.441000-04:00,0,,1,
6138,QZ4Z91DWRGGH,"*KAPLAN: BROAD MASK USE WOULD HELP KEEP BUSINESSES, SCHOOLS OPEN",2021-09-08 18:17:25.717000-04:00,0,,1,
6139,QY1RX2DWX2PT,*FED: BOWMAN ABSTAINED FROM VOTE APPROVING FOREIGN REPO FACILITY,2021-08-18 14:12:38.862000-04:00,0,,1,
6140,LOBWI11A1I4I,*BERNANKE SAYS ITALY HAS STRENGTHS,2011-07-14 11:03:37.271000-04:00,0,,1,
6141,QV9UMJDWX2PU,*FED SAYS IT EXTENDS PAYCHECK PROTECTION FACILITY FOR FINAL TIME,2021-06-25 15:30:00.001000-04:00,1,-2,1,
6142,OM43HSSYF01T,*BULLARD: FED'S WILLIAMS WAS CONSISTENT W/ WHAT HE'S SAID BEFORE,2017-02-28 20:20:00-05:00,0,,1,
6143,O94N8HSYF01T,*YELLEN: NOT APPROPRIATE FOR FED TO GIVE LOANS TO PUERTO RICO,2016-06-21 11:05:05.271000-04:00,0,,1,
6144,LSYVFU1A1I4K,*PLOSSER SAYS MORE TRANSPARENCY INVOLVES INFLATION `OBJECTIVE',2011-10-12 14:59:54.162000-04:00,0,,1,
6145,RBGRLGT0G1KX,*CORRECT: WILLIAMS: CLIMATE RISKS AFFECT POORER COMMUNITIES MOST,2022-05-06 09:46:28.400000-04:00,0,,1,
6146,QSDSDQDWLU6P,*KAPLAN: WATCHING HOW REST OF WORLD CATCHES UP ON VACCINATIONS,2021-04-30 10:32:14.705000-04:00,0,,1,
6147,O1OKT46TTDSQ,"*TESTS STRIVE TO ASSESS BANKS' RESILIENCE, FED'S TARULLO SAYS",2016-01-28 16:00:00.015000-05:00,0,,1,
6148,NY9R5N6KLVRY,*TARULLO SAYS SHADOW BANKING BEEN GROWING MODESTLY IN U.S.,2015-11-23 08:08:11.955000-05:00,0,,1,
6149,NXPFHP6JIJWA,*BULLARD WANTS TO RETURN TO 1984-2007 U.S. MACROECONOMIC SETTING,2015-11-12 09:05:00.005000-05:00,0,,1,
6150,LUPFMD1A1I4I,*EVANS SAYS NORMAL TRANSMISSION MECHANISM FOR POLICY IS CLOGGED,2011-11-15 08:47:01.712000-05:00,0,,1,
6151,L0321B1A1I4H,*EVANS SAYS FED WILL NEED TO STERILIZE EXCESS RESERVES,2010-03-30 02:58:23.350000-04:00,0,,1,
6152,NJX8ZFX3P8UI,"*N.Y. FED SAYS DELINQUENT AUTO, STUDENT LOANS WORSENED IN Q4",2015-02-17 11:00:00.009000-05:00,0,,1,
6153,PR57ZQDWX2PS,"*GUNDLACH: WE'RE `RUDDERLESS' WITH POWELL LOOKING LOST, SCARED",2019-05-07 12:47:50.871000-04:00,0,,1,
6154,S2QH5TD2677K,*WILLIAMS: AI WILL FUNDAMENTALLY CHANGE THE WORK WE DO,2023-10-18 12:44:17.828000-04:00,0,,1,
6155,R07IM5T0G1L4,"*DALY: FED STUDIES INEQUITY TO HELP CLOSE GAPS, SUPPORT GROWTH",2021-09-29 13:44:29.993000-04:00,0,,1,
6156,S72CCUD2677K,"*WILLIAMS, CITING FED'S BARR, SAYS BTFP EXPECTED TO END MARCH 11",2024-01-10 15:46:06.365000-05:00,0,,1,
6157,Q2Q5Y5DWRGG1,"*BARKIN: FED FOCUSED ON CONGRESSIONAL MANDATE, DOING RIGHT THING",2019-12-18 15:22:53.474000-05:00,0,,1,
6158,MGS50U1A1I4I,"*FED'S LOCKHART SAYS FED WILL CONSIDER EFFICACY, COST",2013-01-17 12:10:06.308000-05:00,0,,1,
6159,MANKU61A1I4I,*LOCKHART SAYS FED NOT INFLUENCED BY POLITICAL PRESSURE,2012-09-20 10:42:06.428000-04:00,0,,1,
6160,MEDHQR1A1I4I,*PLOSSER SAYS CONGRESS HAS POWER TO SET FED'S MANDATES,2012-12-01 17:13:39.244000-05:00,0,,1,
6161,S3W0JJNQ43CY,*LOGAN: REGULATIONS SHOULD SUPPORT STRONG LIQUIDITY MANAGEMENT,2023-11-10 07:30:00.002000-05:00,0,,1,
6162,MAAXE71A1I4I,*BERNANKE SAYS COMMUNITY BANKS PLAY IMPORTANT ROLE IN ECONOMY,2012-09-13 14:44:31.989000-04:00,0,,1,
6163,QA6JUCDWRGG2,*QUARLES: FED WILL PLAY OUR ROLE RESPONSIBLY AND EFFECTIVELY,2020-05-11 14:39:48.881000-04:00,0,,1,
6164,MGMX4X1A1I4I,*BERNANKE SAYS MICHIGAN HAS SIGNIFICANT RELIANCE ON AUTOS,2013-01-14 16:31:45.584000-05:00,0,,1,
6165,Q0GK5YT0G1KW,"*FED SAYS C&I LOAN DEMAND WEAKENED, LENDING STANDARDS UNCHANGED",2019-11-04 14:00:00.002000-05:00,0,,1,
6166,S8WUHXF2QVI8,*WALLER: DON'T WANT BANKS HOLDING LARGE AMOUNTS OF CRYPTO ETFS,2024-02-15 13:39:33.272000-05:00,0,,1,
6167,M44LJV1A1I4I,*BULLARD: BREAKUP OF EURO WOULD BE 'TRAUMATIZING' FOR THE WORLD,2012-05-16 13:21:31.119000-04:00,0,,1,
6168,SA14TCNPYH34,*WILLIAMS: WE DON'T TALK ABOUT POLITICS AT FED POLICY MEETINGS,2024-03-08 07:46:24.808000-05:00,0,,1,
6169,PNLEI2DWX2PX,*POWELL SAYS LEVERAGED LENDING MAY POSE MACROECONOMIC DANGERS,2019-02-27 11:15:38.458000-05:00,0,,1,
6170,RWLZHNDWLU68,*JEFFERSON: DON'T WANT TO CURTAIL BANKS' ROLE IN GIVING CREDIT,2023-06-21 11:10:35.829000-04:00,0,,1,
6171,LTL07N1A1I4I,*DUDLEY SAYS SPEEDING UP FORECLOSURE PROCESS WOULD BE `HELPFUL',2011-10-24 13:50:11.546000-04:00,0,,1,
6172,QOZQEYDWLU6O,*POWELL: CLIMATE CHANGE RESPONSE MUST COME VIA ELECTED OFFICIALS,2021-02-23 11:42:34.392000-05:00,0,,1,
6173,S2G2ZEP1SLC0,"*PBOC'S PAN, FED'S POWELL EXCHANGE VIEWS ON GLOBAL ECONOMY",2023-10-12 22:02:02.347000-04:00,0,,1,
6174,S4ZYZM59E8LC,*POWELL: AI IS SOMETHING EVERYONE IS TRYING TO UNDERSTAND,2023-12-01 11:54:58.833000-05:00,0,,1,
6175,Q73B3GT1UM1M,*STOCKS PARE LOSSES AFTER FED SAYS IT WILL CONDUCT PURCHASES,2020-03-12 12:57:17.003000-04:00,0,,1,
6176,L14QZ60S8Z6G,*FED'S KOHN CALLS FOR IMPROVED ANALYSIS OF FINANCIAL DATA,2010-04-19 12:00:00.001000-04:00,0,,1,
6177,QHDKO3T0G1L5,*FED SAYS INEQUALITY GAP NARROWS BUT STILL NEAR HISTORICAL HIGH,2020-09-28 12:00:00.006000-04:00,0,,1,
6178,QH6DQ8DWLU6G,*FED'S BOSTIC SAYS RACISM `DRAGS US DOWN ECONOMICALLY',2020-09-24 14:22:56.194000-04:00,0,,1,
6179,N544I50S8Z6O,*FED SAYS BANKS IN COMMERCIAL LENDING SAW MORE COMPETITION,2014-05-05 14:00:00.011000-04:00,0,,1,
6180,R29D5ST0G1KX,*POWELL: PANDEMIC HAS WIDENED DEEP-ROOTED INEQUITIES IN ECONOMY,2021-11-08 10:30:00.001000-05:00,0,,1,
6181,NW683N6JTSE9,*TARULLO: NOT POLICY OF FED TO FORCE BIG BANKS TO SHRINK,2015-10-13 14:16:35.088000-04:00,0,,1,
6182,NW9Q5TSYF01Y,*DUDLEY: DOLLAR IS ENVIRONMENTAL FACTOR JUST LIKE OTHER FACTORS,2015-10-15 11:39:29.514000-04:00,1,0,1,
6183,M2BTA10NKFIO,*FED SAYS `SEVERAL DISTRICTS REPORTED INCREASED CREDIT QUALITY',2012-04-11 14:00:00.024000-04:00,1,0,1,
6184,KKO6T40D9L37,*BERNANKE SAYS NO RISK IN FORESEEABLE FUTURE TO DOLLAR'S STATUS,2009-06-03 11:53:28.640000-04:00,1,0,1,
6185,MJAW9G1A1I4I,"*U.S. MUNICIPAL DEBT MARKET SHRINKS AS BORROWING FALLS, FED SAYS",2013-03-07 12:22:28.787000-05:00,0,,1,
6186,R467DVDWX2Q1,*FED SAYS FOMC VOTE WAS UNANIMOUS,2021-12-15 14:00:00.026000-05:00,0,,1,
6187,S7SIHKNQ43CW,*FED SAYS IT WILL END BANK TERM FUNDING PROGRAM ON MARCH 11,2024-01-24 19:00:00.007000-05:00,0,,1,
6188,LXYAJZ1A1I4H,*FED SAYS OUTRIGHT PURCHASE RESCHEDULED FOR 1:15 P.M. TODAY,2012-01-17 11:16:47.309000-05:00,0,,1,
6189,S1AROI59E8LC,*POWELL:  FED ESTIMATES CORE PCE ROSE 3.9% Y/Y IN AUGUST,2023-09-20 14:36:18.917000-04:00,1,1,1,
6190,QEYHCTT0AFB9,*ROSENGREN SAYS PANDEMIC LIKELY TO WORSEN U.S. INCOME INEQUALITY,2020-08-12 10:53:17.484000-04:00,0,,1,
6191,P6RZPF6K50XX,*POWELL: OUR EXPECTATIONS FOR LARGEST BANKS WILL STAY VERY HIGH,2018-04-06 14:08:03.452000-04:00,0,,1,
6192,RRXRQXT1UM0W,*POWELL: CREDIT SUISSE-UBS DEAL SEEMS TO BE A POSITIVE OUTCOME,2023-03-22 15:06:33.924000-04:00,0,,1,
6193,QQJSLKT0AFB4,*DALY: CALLS DISPARATE HIT ON SUCH COMMUNITIES `DOUBLE SCARING',2021-03-25 19:15:20.884000-04:00,0,,1,
6194,OGRC1GSYF01S,*HARKER: I TEND TO BE SYMPATHETIC TO SMALL BANKS,2016-11-16 18:03:16.047000-05:00,0,,1,
6195,QPNM4ODWLU6T,*FED SAYS THE OTHER 13(3) PROGRAMS NOT HAD SIGNIFICANT USAGE,2021-03-08 09:15:00.002000-05:00,0,,1,
6196,O6XIUK6JTSEQ,*DUDLEY: MORE RESERVE CURRENCIES COULD DAMPEN FOREX VOLATILITY,2016-05-10 03:15:00.015000-04:00,0,,1,
6197,M1YSME1A1I4I,*FED SAYS OBJECTIVE NOW TO REPAY FED DEBT: CNBC,2012-04-04 13:01:26.618000-04:00,0,,1,
6198,L9KK9D1A1I4I,"*BERNANKE:FED URGING BANKS TO ADDRESS FORECLOSURES, LOAN CHANGES",2010-09-30 12:53:37.837000-04:00,0,,1,
6199,P3SA1QSYF01S,*DUDLEY: WELLS FARGO HAD REALLY BAD INCENTIVES,2018-02-07 09:10:38.392000-05:00,0,,1,
6200,QHFS94T0AFBF,*QUARLES: CENTRAL BANKS LIKELY BIGGER FACTOR THAN HEDGE FUNDS,2020-09-29 16:15:04.692000-04:00,0,,1,
6201,S7D4SJF2QVI8,"*WALLER: MIGHT BE BEST TO PULL BASEL PROPOSAL, REISSUE LATER",2024-01-16 11:36:19.066000-05:00,0,,1,
6202,S5MF43D2677K,*POWELL: FED DOESN'T THINK ABOUT POLITICS OR POLITICAL EVENTS,2023-12-13 14:50:27.452000-05:00,0,,1,
6203,S4ZYDYNQ43CW,*POWELL: FED PUBLISHES TREMENDOUS AMOUNT OF DATA ON DISPARITIES,2023-12-01 11:41:58.160000-05:00,0,,1,
6204,NRJ9RA6JIJVC,*YELLEN SAYS LENDER OF LAST RESORT ROLE IS VERY IMPORTANT POWER,2015-07-15 10:33:10.901000-04:00,0,,1,
6205,N6WVZP0OI4QL,*ROSENGREN: TRANSPARENT FED COMMUNICATION IS MORE IMPORTANT NOW,2014-06-09 13:30:00.003000-04:00,0,,1,
6206,Q3JML5T1UM0Z,*MESTER: EXPECTS FED TO COME UP WITH INFLATION FRAMEWORK MID-YR,2020-01-03 13:12:41.488000-05:00,0,,1,
6207,N6EF8F0IKMBX,*LACKER DOESN’T VOTE ON FOMC THIS YEAR,2014-05-30 14:00:00.008000-04:00,0,,1,
6208,PMJ4LST0G1KW,*POWELL: WE'RE TRYING TO SUSTAIN PUBLIC FAITH IN THE FED,2019-02-06 19:13:04.265000-05:00,1,0,1,
6209,NRJAWB6K50XX,*YELLEN: REGULATION 'COULD'VE CONTRIBUTED' ON LIQUIDITY,2015-07-15 10:57:47.249000-04:00,0,,1,
6210,MMJ69L1A1I4I,*LACKER SAYS SEES `GREAT ADVANTAGES IN LARGER CAPITAL BUFFERS',2013-05-09 08:20:09.441000-04:00,0,,1,
6211,LS4UD81A1I4I,*RASKIN SAYS FORECLOSURE LAWS SHOULD STAY UNDER LOCAL CONTROL,2011-09-26 09:48:44.762000-04:00,0,,1,
6212,QTD266T0AFB8,*BOSTIC: CRYPTO CURRENCIES DON’T HAVE SYSTEMIC IMPLICATIONS,2021-05-19 11:39:43.003000-04:00,0,,1,
6213,NRJEGR6TTDSC,*YELLEN SAYS DODD-FRANK LED TO STRONGER FINANCIAL SYSTEM,2015-07-15 12:14:51.933000-04:00,0,,1,
6214,N544I50S8Z6I,*FED SAYS BANKS EASED TERMS ON COMMERICAL REAL ESTATE LOANS,2014-05-05 14:00:00.008000-04:00,0,,1,
6215,MMW54M1A1I4I,*ROSENGREN SAYS HE'S VERY SUPPORTIVE OF BANK BAIL-IN POLICY,2013-05-16 08:24:22.495000-04:00,0,,1,
6216,ONN0PA6KLVR6,*LAUBACH IS DIRECTOR OF FED'S DIVISION OF MONETARY AFFAIRS,2017-03-30 13:03:10.949000-04:00,0,,1,
6217,L1Z0K01A1I4I,*ROSENGREN SAYS IMPROVEMENTS ARE AT `LARGE' BANK INSTITUTIONS,2010-05-05 19:43:12.479000-04:00,0,,1,
6218,L1HU021A1I4M,*FISHER SAYS EFFECTIVE POLICY HINGES ON KEEPING INDEPENDENCE,2010-04-26 13:02:27.011000-04:00,0,,1,
6219,L0ZC1D1A1I4J,*HOENIG: CURTAILING FED OVERSIGHT WOULD WORSEN BIG BANK `BIAS',2010-04-16 13:17:37.140000-04:00,0,,1,
6220,M5XHUN1A1I4I,*BERNANKE SAYS FED WELCOMES SUPPORT FROM OTHER GOVERNMENT PARTS,2012-06-20 14:25:35.441000-04:00,0,,1,
6221,Q45NHBT1UM15,*KAPLAN: CANNOT BE LEFT ALL ON THE CENTRAL BANK,2020-01-15 10:39:11.458000-05:00,1,0,1,
6222,PKEYS9DWRGG1,*HASSETT: POWELL-TRUMP MEETING WOULD BE A VERY FAVORABLE THING,2018-12-27 16:09:45.708000-05:00,0,,1,
6223,L0VI1J1A1I4K,*BERNANKE:FED TO `MOVE FORWARD' WITH HIGHER CAPITAL REQUIREMENTS,2010-04-14 11:36:55.477000-04:00,0,,1,
6224,NRMZHK6S9728,*FISCHER SAYS `WE HAD TO TIGHTEN UP' REGULATION AFTER CRISIS,2015-07-17 10:41:44.033000-04:00,0,,1,
6225,M5971L1A1I4I,*BERNANKE SAYS BANKS NOW MUCH BETTER CAPITALIZED IN U.S.,2012-06-07 11:29:45.146000-04:00,0,,1,
6226,L0VC601A1I4L,*PIANALTO: FED SHOULD CONTINUE TO SUPERVISE BANKING FIRMS,2010-04-14 09:30:00.403000-04:00,0,,1,
6227,O5BFZC6VDKHT,*DUDLEY: MARCH FOMC VOTE SHOWED PRETTY STRONG CONSENSUS,2016-04-08 08:57:12.226000-04:00,1,0,1,
6228,PK00UST0G1KW,*POWELL BEGINS POST FOMC MEETING PRESS CONFERENCE,2018-12-19 14:30:28.072000-05:00,0,,1,
6229,M5969O1A1I4I,*BERNANKE: FED WOULD WORK WITH CONGRESS TO CHANGE FED GOVERNACE,2012-06-07 11:13:00.364000-04:00,0,,1,
6230,O5AB4W6JTSFE,*YELLEN SAYS FED DOESN'T HAVE GOAL FOR DOLLAR,2016-04-07 18:14:56.916000-04:00,1,0,1,
6231,L04GFZ1A1I4J,*FISHER: FED NEEDS SUPERVISORY ROLE TO CONDUCT MONETARY POLICY,2010-03-30 21:07:11.738000-04:00,0,,1,
6232,O5MPHX6JTSEN,*LOCKHART SAYS MORE MUST BE DONE ON TOO BIG TO FAIL,2016-04-14 10:56:21.587000-04:00,0,,1,
6233,OMVCD96K50XT,*GROSS SAYS YELLEN DISPOSED TO BE DOVISH: CNBC,2017-03-15 14:22:21.788000-04:00,0,,1,
6234,LC1HUQ1A1I4I,"*BERNANKE SAYS FED COMMITTED TO CONTROLLING INFLATION, BAYH SAYS",2010-11-17 12:28:02.575000-05:00,0,,1,
6235,ONOKI76S9731,*DUDLEY: BUSINESSES WOULD LIKE TO SEE CLARITY ON CORPORATE TAXES,2017-03-31 09:08:31.910000-04:00,0,,1,
6236,PJ5XAXT0G1KW,*QUARLES: WE SHOULDN'T HAVE SYSTEM THAT ENCOURAGES CONCENTRATION,2018-12-03 08:25:45.298000-05:00,0,,1,
6237,QV40C9DWRGG5,*DALY: NOTHING IMMINENT ON CLIMATE CHANGE FOR BANK SUPERVISION,2021-06-22 11:28:57.662000-04:00,0,,1,
6238,P4KBKR6JIJUO,*BOSTIC SAYS IMPORTANT THAT VACANCIES ON FED BOARD FILLED SOON,2018-02-22 12:36:27.405000-05:00,0,,1,
6239,MB85BW1A1I4I,*BERNANKE SAYS MILTON FRIEDMAN SUPPORTED SUFFICIENT LIQUIDITY,2012-10-01 13:16:44.229000-04:00,0,,1,
6240,RXL7KJT0G1KW,*DALY: BANK TURMOIL WASN'T FAILURE OF SPECIFIC FED GROUP SYSTEM,2023-07-10 11:41:07.534000-04:00,0,,1,
6241,RX05XXT0AFB4,*POWELL: US BANK FAILURES HAD POOR RATE RISK MANAGEMENT,2023-06-29 02:56:21.574000-04:00,0,,1,
6242,OVI2P5SYF01T,*BOARDS DON'T WANT ONE-SIZE-FITS-ALL APPROACH FROM FED: POWELL,2017-08-30 09:27:05.345000-04:00,0,,1,
6243,QOZQFVDWX2PV,*POWELL: FINANCIAL FIRMS WORKING HARD ON CLIMATE RISK DISCLOSURE,2021-02-23 11:43:07.191000-05:00,0,,1,
6244,M3CTIR1A1I4H,*LOCKHART SAYS FISCAL IMBALANCE NEEDS TO BE ADDRESSED,2012-05-01 13:20:51.735000-04:00,0,,1,
6245,PSL44QT0G1KW,*CLARIDA: WE HAVE HIGH HURDLE FOR ANY MAJOR FRAMEWORK CHANGE,2019-06-04 13:19:38.525000-04:00,0,,1,
6246,LEZ53G1A1I4I,*BERNANKE SAYS COMMUNICATION IMPORTANT TO REDUCE UNCERTAINTY,2011-01-13 13:38:04.273000-05:00,0,,1,
6247,LAJU501A1I4L,*FISHER SAYS HOENIG'S DISSENTING VIEWS `WORTH  LISTENING TO',2010-10-19 14:03:00.361000-04:00,0,,1,
6248,S9XPDUNQ9PMO,*POWELL:DON'T SUPPORT IMPOSING CLIMATE PROVISIONS ON SMALL BANKS,2024-03-06 11:20:18.254000-05:00,0,,1,
6249,S9ML2M59E8LC,*BOSTIC: FED BANK TERM FUNDING PROGRAM WAS IMPORTANT INNOVATION,2024-02-29 11:13:34.678000-05:00,0,,1,
6250,LIIPKJ0S8Z66,*BERNANKE SAYS `TOO-BIG-TO-FAIL PROBLEM' IS `PERNICIOUS',2011-03-23 12:00:00.015000-04:00,0,,1,
6251,O0L8HK6K50Y0,*PIMCO SEES FED TO CONTINUE TO INDICATE THAT MEETINGS ARE 'LIVE',2016-01-07 10:03:20.605000-05:00,0,,1,
6252,Q9KCWGT0G1KX,*POWELL URGES CONGRESS TO USE FISCAL POWER,2020-04-29 15:02:40.146000-04:00,0,,1,
6253,QC2X4HT0G1KY,*POWELL: FED RECOMMITTING OURSELVES TO ENFORCE FAIR LENDING LAWS,2020-06-17 12:43:29.916000-04:00,0,,1,
6254,ODVBQK6K50XS,*YELLEN: FED IS NOT POLITICALLY COMPROMISED,2016-09-21 15:06:20.042000-04:00,0,,1,
6255,OLF3UT6JIJVC,*COULD BE TIME TO EXAMINE RULES IMPACT ON SMALLER BANKS: TARULLO,2017-02-15 08:23:17.480000-05:00,0,,1,
6256,OD8Q2C6JTSEA,*TARULLO: ISM SURVEYS SUGGEST SOME GROUNDS FOR QUESTIONING,2016-09-09 10:11:00.130000-04:00,1,0,1,
6257,P54PLHSYF01T,*VOLCKER TERMS MUST BE `SIMPLE AND CLEAR' AS POSSIBLE: QUARLES,2018-03-05 13:15:00.006000-05:00,0,,1,
6258,REPHQ9DWX2PZ,"*WILLIAMS: FED HAS THE TOOLS TO GET JOB DONE, IS 100% COMMITTED",2022-07-08 11:00:00.007000-04:00,1,1,1,
6259,L202TB1A1I4I,*FED'S EVANS SAYS PROPOSALS SHOULD END DESTRUCTIVE INSTABILITY,2010-05-06 09:29:35.065000-04:00,1,0,1,
6260,QHF8E0T0G1L8,*KAPLAN DISSENTED AT FED'S LAST MEETING IN SEPTEMBER,2020-09-29 10:00:00.001000-04:00,1,0,1,
6261,PHU4R5T0G1KW,*FED SAYS FOMC MEETING UNDERWAY IN WASHINGTON,2018-11-07 13:01:53.522000-05:00,0,,1,
6262,PJY216T0G1KW,*FED SAYS FOMC MEETING UNDERWAY IN WASHINGTON,2018-12-18 13:00:42.863000-05:00,0,,1,
6263,PVIC6RT0AFB6,*FED SAYS FOMC MEETING UNDERWAY IN WASHINGTON,2019-07-31 09:01:39.405000-04:00,0,,1,
6264,PXZBLMT1UM12,*FED SAYS FOMC MEETING UNDERWAY IN WASHINGTON,2019-09-17 10:15:22.411000-04:00,0,,1,
6265,Q050GEDWX2PZ,*FED SAYS FOMC MEETING UNDERWAY IN WASHINGTON,2019-10-29 09:07:26.553000-04:00,0,,1,
6266,Q2AXTZT0G1KZ,*FED SAYS FOMC MEETING UNDERWAY IN WASHINGTON,2019-12-10 10:03:35.094000-05:00,0,,1,
6267,Q4TOE6DWLU6O,*FED SAYS FOMC MEETING UNDERWAY IN WASHINGTON,2020-01-28 10:01:18.725000-05:00,0,,1,
6268,NDI9AU11RPQR,*PLOSSER: BEING DATA-DEPENDENT MEANS POLICY MUST BEGIN TO CHANGE,2014-10-16 08:00:00.006000-04:00,1,2,1,
6269,M7B9XE1A1I4I,*BERNANKE SAYS `VERY IMPORTANT TO ATTACK TOO BIG TO FAIL',2012-07-17 11:34:26.419000-04:00,0,,1,
6270,P03J2R6JIJV0,*POWELL: FED MUST ENSURE BANKING SYSTEM `STABLE AND EFFICIENT',2017-11-27 17:00:00.009000-05:00,0,,1,
6271,O0JOS0707QXB,*FED OFFICIALS SAW SEVERAL REASONS `GRADUAL' LIKELY APPROPRIATE,2016-01-06 14:00:00.240000-05:00,1,2,1,
6272,NDL97611RPSM,*YELLEN: INEQUALITY ESTIMATED NEAR HIGHEST LEVEL IN 100 YEARS,2014-10-17 08:30:00.006000-04:00,0,,1,
6273,LYRVJY1A1I4J,*BERNANKE SAYS `DO NO HARM' IS IMPORTANT IN SOLVING FISCAL ISSUE,2012-02-02 10:40:46.412000-05:00,1,0,1,
6274,QH65U9DWX2PX,*POWELL: FED HAS A HEIGHTENED FOCUS ON RACIAL DISPARITIES,2020-09-24 11:32:33.416000-04:00,0,,1,
6275,OEHJRX6S972W,*MESTER: ALL FOMC MEETINGS ARE LIVE INCLUDING NOVEMBER,2016-10-03 15:07:09.699000-04:00,1,2,1,
6276,OEOQWI6JTSEF,*MESTER: FED COMMUNICATION CAN BENEFIT FROM FURTHER ENHANCEMENT,2016-10-07 12:45:00.004000-04:00,0,,1,
6277,O587W16JIJVB,*BULLARD SAYS HE DOESN'T WANT TO PREDICT WHAT FOMC WILL DECIDE,2016-04-06 15:09:37.904000-04:00,1,0,1,
6278,S9XRS5NPYH34,*POWELL: IOER DOESN'T IMPACT BANKS' INCENTIVE TO LEND,2024-03-06 12:12:05.814000-05:00,0,,1,
6279,ND6U1B6KLVS6,*TARULLO LOOKING AT BASEL III AS MINIMUM LEVEL,2014-10-09 13:31:59.715000-04:00,0,,1,
6280,LYRVR51A1I4I,*BERNANKE SAYS DUAL MANDATE `HAS WORKED FINE',2012-02-02 10:45:05.104000-05:00,1,0,1,
6281,O1XKKE6JIJUT,*GEORGE: TIMING OF EACH HIKE IS SUBJECT TO ECONOMIC ENVIRONMENT,2016-02-02 18:01:39.721000+00:00,1,0,,
6282,O4GF4X6K50YE,*EVANS SAYS NUMBER OF RATE HIKES CONDITIONAL ON ECONOMIC OUTLOOK,2016-03-22 18:55:00.002000+00:00,1,0,,
6283,O5MJXO6S972M,*LOCKHART: DON'T NEED INFLATION AT 2% BEFORE NEXT RATE HIKE,2016-04-14 12:56:12.263000+00:00,1,2,1,
6284,O6LOU06JIJVU,*FED'S LOCKHART SAYS JUNE HIKE IS 'A REAL OPTION',2016-05-03 12:18:00.741000+00:00,1,2,,
6285,O6XCN66KLVRP,*KASHKARI: DON'T WANT TO PREDICT WHICH MONTH FED WILL HIKE RATES,2016-05-09 19:25:54.935000+00:00,1,0,,
6286,O7YUHY6S972K,*BULLARD: WOULD LIKE TO RESERVE JUDGEMENT ON U.S. RATE HIKE,2016-05-30 01:22:46.819000+00:00,1,0,,
6287,O86UOQ6KLVRE,"*EVANS: HIKE TIMING ISN'T KEY ISSUE, COULD BE JUNE, JULY OR SEPT",2016-06-03 09:07:38.328000+00:00,1,1,,
6288,KD6EMR0S8Z60,*FED'S ROSENGREN SAYS ECONOMY MAY IMPROVE IN SECOND HALF OF 2009,2009-01-09 00:15:00+00:00,1,0,,
6289,KDDDWQ0D9L37,*FED VICE CHAIR KOHN TO TESTIFY TOMORROW ON TARP PRIORITIES,2009-01-12 17:58:02.260000+00:00,0,,1,
6290,KDEXMQ0D9L36,*BERNANKE SAYS MAY SEE SOME STABILIZATION IN ECONOMY IN 2009,2009-01-13 14:01:38.710000+00:00,1,0,,
6291,KDF3VP0D9L36,*FED'S KOHN SAYS TARP IS ESSENTIAL TO REVIVING `CREDIT FLOWS',2009-01-13 16:16:37.430000+00:00,1,-2,1,
6292,KDFK7A0D9L35,"*FED'S KOHN, FDIC'S BOVENZI COMPLETE HOUSE PANEL TESTIMONY",2009-01-13 22:09:10.270000+00:00,0,,1,
6293,KUQW8E1A1I4J,*BERNANKE SAYS FED HAS ROLE TO PLAY IN GETTING CREDIT FLOWING,2009-12-16 12:33:50.810000+00:00,1,-2,1,
6294,KDGQQE0S8Z64,*FED'S PLOSSER SAYS HOUSING SECTOR TO `HIT BOTTOM' THIS YEAR,2009-01-14 13:30:00+00:00,1,0,,
6295,KDL9NE0D9L35,"*WARSH NO LONGER IN RUNNING FOR N.Y. FED, CNBC SAYS",2009-01-17 00:06:50.850000+00:00,0,,1,
6296,KE4UG40D9L37,*NEW YORK FED SAID TO PLAN DUDLEY ANNOUNCEMENT ABOUT 10:45 A.M.,2009-01-27 13:50:28.280000+00:00,0,,1,
