Unnamed: 0.1,Unnamed: 0,index,suid,headline,timestamp_clean,relevant,sentiment_international,sentiment_economy,sentiment_financial_markets,sentiment_consumer,sentiment_housing,sentiment_labor,sentiment_inflation,hawk_dove,relevant_confidence,topic_international_confidence,topic_economy_confidence,topic_financial_markets_confidence,topic_consumer_confidence,topic_housing_confidence,topic_labor_confidence,topic_inflation_confidence,hawk_dove_confidence,_reviewed
3603,3603,43,RENVUYDWRGG0,*BULLARD: BASE CASE IS FOR A SOFT LANDING FOR US ECONOMY,2022-07-07 17:42:34.717000+00:00,1,,1,,,,,,0,90,100,85,80,100,100,100,100,75,1
3604,3604,,RFP06HT0AFBI,*POWELL: SUSTAINED SUPPLY SHOCKS CAN DEANCHOR PRICE EXPECTATIONS,2022-07-27 18:47:05.384000+00:00,1,,,,,,,-1,0,95,100,100,100,100,100,100,85,70,1
3605,3605,,RFS4FRT0AFB4,"*BOSTIC: PACE, SIZE OF FUTURE FED RATE HIKES DEPENDS ON THE DATA",2022-07-29 11:11:51.089000+00:00,1,,,,,,,,0,95,100,100,100,100,100,100,100,70,1
3607,3607,,REPHQ9DWX2PV,*WILLIAMS: WILL WATCH DATA TO DETERMINE HOW HIGH OR FAST TO HIKE,2022-07-08 15:00:00.003000+00:00,1,,0,0,,,,0,2,90,100,60,70,100,100,100,60,75,1
3608,3608,,REPU5KT0G1KZ,"*US MAY CONSUMER CREDIT RISES $22.3 BILLION, FED SAYS",2022-07-08 19:00:56.529000+00:00,0,,1,1,1,,,,,90,100,60,70,85,100,100,100,75,1
3609,3609,,RFP0Z3T0G1KW,*POWELL: SUBDUED LABOR-FORCE PARTICIPATION MAY BE COVID-RELATED,2022-07-27 19:04:15.021000+00:00,1,,-1,,,,-1,,0,90,100,80,100,100,100,85,100,75,1
3610,3610,,RENWCJDWRGG0,*WALLER: CRYPTO VOLATILITY NOT HAD WIDER IMPACT ON FIN. SYSTEM,2022-07-07 17:53:07.182000+00:00,1,,,1,,,,,0,95,100,100,85,100,100,100,100,80,1
3611,3611,462,REUZLET1UM0X,*GEORGE: SYMPATHETIC TO VIEW RATES NEED TO RISE RAPIDLY,2022-07-11 14:00:00.003000+00:00,1,,1,1,,,,-1,1,95,100,80,85,100,100,100,80,90,1
3612,3612,134,REUZLCT1UM0W,"*GEORGE: RATE-HIKE, BAL-SHEET CUT PACE NEEDS BALANCE VS ECONOMY",2022-07-11 14:00:00.001000+00:00,1,,1,,,,,,0,95,100,90,80,100,100,100,100,85,1
3613,3613,,REX6R8T1UM0Y,*REPEAT: BARKIN SAYS TOO SOON TO JUDGE 50 OR 75 BPS FOR JULY,2022-07-12 18:16:20.936000+00:00,1,,,,,,,0,2,80,100,100,100,100,100,100,60,70,1
3614,3614,,REPHQ9DWX2PY,*WILLIAMS SEES UNEMPLOYMENT RISING TO SOMEWHAT ABOVE 4% IN 2023,2022-07-08 15:00:00.006000+00:00,1,,-1,,-1,,-1,,0,90,100,85,100,80,100,95,100,80,1
3615,3615,14,RF0OPWT0AFB4,*FED'S WALLER: YOU DON'T WANT TO REALLY OVERDUE THE RATE HIKES,2022-07-14 15:37:08.241000+00:00,1,,-1,-1,,,,-1,2,95,100,80,85,100,100,100,75,90,1
3616,3616,,RF0OKNT0G1KW,*WALLER: JUNE CPI ANCHORED MY VIEW ON NEED FOR 75 BP JULY HIKE,2022-07-14 15:33:59.159000+00:00,1,,0,1,-1,,,-2,2,95,100,80,65,65,100,100,90,85,1
3617,3617,,REZ0H2T0G1KW,"*FED'S BOSTIC: JUNE CPI IS CONCERNING, `EVERYTHING IS IN PLAY’",2022-07-13 18:00:00.007000+00:00,1,,,,,,,-1,1,95,100,100,100,100,100,100,90,80,1
3618,3618,1810,RFMTO0T0G1KW,*FED SAYS FOMC MEETING BEGAN AT 10:30 A.M. AS SCHEDULED,2022-07-26 14:31:12.440000+00:00,0,,,,,,,,,,,,,,,,,,1
3619,3619,300,RFOZULT0AFB4,*POWELL: WILL CONTINUE TO USE TOOLS TO ALIGN DEMAND AND SUPPLY,2022-07-27 18:39:57.100000+00:00,1,,1,0,,,,1,1,85,100,70,60,100,100,100,75,65,1
3620,3620,669,RFP0JCT1UM0W,*POWELL: HAVE CREATED STRONG RULES TO SUPPORT PUBLIC TRUST,2022-07-27 18:54:48.581000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
3621,3621,988,RFOZY4T1UM0W,*POWELL: SIGNIFICANT ADDITIONAL TIGHTENING IN PIPELINE,2022-07-27 18:42:04.683000+00:00,1,,0,0,,-1,,-1,2,98,100,90,95,85,85,100,90,98,1
3622,3622,132,RFOZRST1UM0W,*POWELL: WOULDN'T HESITATE TO DO LARGER MOVE IF NEEDED,2022-07-27 18:38:16.385000+00:00,1,,1,1,,,,-1,2,85,100,75,68,100,100,100,62,77,1
3623,3623,87,RFP15MT0G1KZ,*POWELL: BALANCE-SHEET PLAN IS BROADLY ON TRACK,2022-07-27 19:08:10.719000+00:00,1,,0,1,,,,,0,80,100,80,70,100,100,100,100,75,1
3624,3624,,RFP0VNT0AFB4,*POWELL: LABOR MARKET SHOWING MODESTLY SLOWER JOB CREATION,2022-07-27 19:02:11.137000+00:00,1,,,,,,-1,,0,90,100,100,100,100,100,85,100,70,1
3625,3625,,RFP0LOT0G1KW,*POWELL: HAVEN'T MADE DECISION ON POINT WHEN TO SLOW RATE HIKES,2022-07-27 18:56:12.116000+00:00,1,,,,,,,,2,90,100,100,100,100,100,100,100,80,1
3626,3626,,RF0M2YT0AFB6,*FED’S WALLER SAYS 75 BPS RATE HIKE IS HIS BASE CASE FOR JULY,2022-07-14 15:00:00.006000+00:00,1,,,2,,,,,2,95,100,90,85,90,90,90,90,95,1
3627,3627,,RENWGEDWRGG0,*WALLER: SOME STABLECOINS SHOWED THEIR USE IN RECENT VOLATILITY,2022-07-07 17:55:26.093000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
3628,3628,,REPFQRDWX2PW,*BRAINARD SAYS FED CLOSELY MONITORING RECENT EVENTS IN CRYPTO,2022-07-08 14:00:00.004000+00:00,0,,,,,,,,,95,100,100,85,100,100,100,100,100,1
3629,3629,,RFOZEVT0AFB5,*FEDERAL RESERVE CHAIR JEROME POWELL BEGINS PRESS CONFERENCE,2022-07-27 18:30:31.842000+00:00,0,,,,,,,,,,,,,,,,,,1
3630,3630,,RFP1XDT0G1KW,*FEDERAL RESERVE CHAIR JEROME POWELL ENDS PRESS CONFERENCE,2022-07-27 19:24:49.334000+00:00,0,,,,,,,,,,,,,,,,,,1
3631,3631,8,RFZQOXDWRGG0,*DALY: STILL POSSIBLE EVERYONE THAT WANTS A JOB CAN GET ONE,2022-08-02 13:55:45.302000+00:00,1,,1,,,,1,,0,95,100,80,100,100,100,90,100,85,1
3632,3632,15,RFZZYCDWLU6B,*MESTER: FED HAS MORE WORK TO DO TO GET DEMAND-SUPPLY BALANCED,2022-08-02 17:15:48.870000+00:00,1,,-1,,1,,,-1,1,90,100,70,100,60,100,100,75,80,1
3633,3633,1013,RG1EQRDWX2PU,*BULLARD: US TO SEE POSITIVE GDP GROWTH IN 2H,2022-08-03 11:32:51.199000+00:00,1,,2,,,,,,1,90,100,95,70,70,100,100,100,80,1
3634,3634,1118,RG1EWCDWX2PS,*BULLARD: I LIKE FRONTLOADING; ENHANCES INF-FIGHTING CREDENTIALS,2022-08-03 11:36:12.096000+00:00,1,,,,,,,-2,2,90,100,100,100,100,100,100,95,90,1
3635,3635,,RG5OSDT1UM12,"*US JUNE CONSUMER CREDIT RISES $40.2 BILLION, FED SAYS",2022-08-05 19:00:13.896000+00:00,0,,,,1,,,,,90,100,80,70,70,100,100,100,55,1
3636,3636,,RGV62WDWLU68,*BARKIN EXPECTS INFLATION TO EASE BUT IT MAY BOUNCE AROUND,2022-08-19 13:13:44.267000+00:00,1,,1,,,,,1,0,90,100,65,100,100,100,100,70,65,1
3637,3637,,RH84GMT0G1KW,*HARKER: DON'T NEED TO SEE RAPID JOBLESS RISE TO EASE INFLATION,2022-08-26 13:07:34.717000+00:00,1,,1,,,,0,1,0,95,100,60,100,100,100,80,70,65,1
3638,3638,1059,RGH5JVT0G1UJ,"*DALY: DON'T WANT TO TIP LABOR MARKET OVER, SO 50BP MAKES SENSE",2022-08-11 23:35:55.825000+00:00,1,,,,,,-1,,2,95,100,97,95,96,100,92,93,90,1
3639,3639,1436,RGH5GZT0AFB4,*DALY: I HAVE AN OPEN MIND ON WHETHER 75 BPS FOR SEPT NEEDED,2022-08-11 23:34:11.231000+00:00,1,,,,,,,,2,,,,,,,,,,1
3640,3640,1503,RGRTB0DWRGG0,"*FED'S BOWMAN: LABOR DEMAND STILL STRONG, ABUNDANT JOB VACANCIES",2022-08-17 18:20:00+00:00,1,,,,,,2,1,1,,,,,,,,,,1
3641,3641,,RG3QPLDWRGG2,"*MESTER: NASCENT SIGNS OF JOB MKT COOLING OFF, NOT WIDESPREAD",2022-08-04 17:49:00.002000+00:00,1,,,,,,-1,,0,90,100,70,100,80,100,75,100,70,1
3642,3642,,RGV60YDWRGG2,*BARKIN: FED WILL DO WHAT IT TAKES TO LOWER INFLATION TO 2%,2022-08-19 13:12:34.658000+00:00,1,,,,,,,-1,2,90,100,100,100,100,100,100,80,70,1
3643,3643,,RG3QPLDWRGG4,*MESTER: FORWARD GUIDANCE IN NEW FRAMEWORK WAS A BIT TOO STRICT,2022-08-04 17:49:00.004000+00:00,1,,0,0,0,,0,0,0,90,100,60,60,60,100,60,60,75,1
3644,3644,423,RH85QAT1UM0W,"*BOSTIC: WILL BE STABLE, RESOLUTE AND SURE ABOUT POLICY",2022-08-26 13:34:58.915000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
3645,3645,530,RH84HXT0G1KW,*HARKER: NO. 1 RISK IS UNANCHORING INFLATION EXPECTATIONS,2022-08-26 13:08:21.675000+00:00,1,,-1,,-1,,,-2,2,95,100,80,100,70,100,100,90,85,1
3646,3646,1495,RH849YT0G1KW,*HARKER: WE NEED TO GET INFLATION UNDER CONTROL,2022-08-26 13:03:34.534000+00:00,1,,,,,,,-2,1,,,,,,,,,,1
3648,3648,,RH85YVT0AFB4,"*BOSTIC: CONCERNS ARE WEIGHTED TO INFLATION, NOT LABOR MARKET",2022-08-26 13:40:08.012000+00:00,1,,,,,,2,-1,2,95,100,100,100,100,100,80,80,70,1
3649,3649,,RGTN7VDWX2PV,*GEORGE: THE CASE FOR CONTINUING TO RAISE RATES REMAINS STRONG,2022-08-18 17:28:43.378000+00:00,1,,1,-1,,,,-1,2,95,100,75,60,100,100,100,80,90,1
3650,3650,371,RHE17RDWLU68,*BRAINARD SEES LAUNCH OF FEDNOW PAYMENT SERVICE MAY-JULY 2023,2022-08-29 18:15:00+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
3651,3651,1594,RHFQ3ZDWX2PT,"*BARKIN: FED FOCUSED ON GETTING INFLATION DOWN, NOT LABOR MARKET",2022-08-30 15:38:23.766000+00:00,1,,,,,,-1,-2,2,,,,,,,,,,1
3652,3652,52,RHFMUFDWRGG5,*BOSTIC SEES RISKS TO MOVING TOO AGGRESSIVELY AND TOO TIMIDLY,2022-08-30 15:00:00.007000+00:00,1,,0,,,,,0,0,95,100,85,100,100,100,100,80,95,1
3653,3653,,RHFOLWDWLU6A,*WILLIAMS: FED FOCUSED ON GETTING INFLATION BACK DOWN TO 2%,2022-08-30 15:05:56.962000+00:00,1,,0,0,0,,,-1,2,95,100,90,90,90,100,100,95,90,1
3654,3654,194,RHULBCT1UM0X,*BRAINARD SAYS RISKS WILL BECOME MORE TWO-SIDED `AT SOME POINT’,2022-09-07 16:40:00.007000+00:00,1,,0,0,,,,,0,85,100,70,70,100,100,100,100,75,1
3655,3655,551,RHUNKAT0AFB4,*BRAINARD CITES NEED FOR CLEAR REGULATORY GUARDRAILS FOR CRYPTO,2022-09-07 17:07:22.348000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
3656,3656,619,RHW85TT0G1KX,*POWELL: DON'T WANT TO SEE FED MANDATE NARROWED OR BROADENED,2022-09-08 13:29:53.263000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
3657,3657,1548,RHWH1NT0AFB4,*FED'S EVANS SAYS HE EXPECTS TO HOLD JOBLESS RATE TO 4.5%,2022-09-08 16:41:47.486000+00:00,1,,,,,,-1,,0,,,,,,,,,,1
3658,3658,,RHW775T0AFB5,*POWELL: WOULDN'T HAVE SEEN SUCH HIGH INFLATION WITHOUT COVID,2022-09-08 13:09:05.913000+00:00,1,,-1,,,,,-1,0,95,100,90,100,100,100,100,95,90,1
3659,3659,,RHWNGRT1UM0Z,"*US JULY CONSUMER CREDIT RISES $23.8 BILLION, FED SAYS",2022-09-08 19:00:27.319000+00:00,0,,,,,,,,,80,100,100,100,70,100,100,100,100,1
3660,3660,1659,RHYBY0T1UM0W,*WALLER: WILL WATCH TO SEE IF FED QT IMPACTING LONGER-TERM RATES,2022-09-09 16:46:48.746000+00:00,1,,,-1,,,,,0,,,,,,,,,,1
3661,3661,55,RHY8Q2T1UM0Y,*WALLER BACKS HIKING UNTIL COMPELLING EVIDENCE PRICES COOLING,2022-09-09 16:00:00.022000+00:00,1,,,0,,,,-2,2,95,100,100,80,100,100,100,95,90,1
3662,3662,,RHY2GDT0G1KZ,*BULLARD URGES MORE FRONT-LOADING: `SOONER IS BETTER’,2022-09-09 13:25:00.003000+00:00,1,,,,,,,,2,70,100,100,100,100,100,100,100,60,1
3663,3663,461,RIKPBNT0G1KW,*POWELL: MAY SLOW PACE OF HIKES AT SOME POINT TO ASSESS EFFECTS,2022-09-21 18:42:59.493000+00:00,1,,1,-1,,,,0,0,95,100,80,85,100,100,100,75,90,1
3664,3664,1191,RIKQ8FT1UM0W,*POWELL: THERE ISN'T A PAINLESS WAY TO GET INFLATION BEHIND US,2022-09-21 19:02:39.095000+00:00,1,,,,-1,,,-2,1,95,100,100,100,70,100,100,95,90,1
3665,3665,76,RIKQL0T0G1L0,*POWELL: HOUSING MARKET MAY HAVE TO GO THROUGH CORRECTION,2022-09-21 19:10:12.384000+00:00,1,,-1,-1,-1,-2,,,1,95,100,85,80,80,96,100,100,80,1
3666,3666,,RIKPZRT1UM0W,"*POWELL: OTHER ECONOMIES, POLICIES BAKED INTO OUR FORECASTS",2022-09-21 18:57:27.851000+00:00,1,0,,,,,,,0,85,90,95,95,95,95,95,95,85,1
3667,3667,,RIKOQQT1UM10,*FEDERAL RESERVE CHAIR JEROME POWELL STARTS PRESS CONFERENCE,2022-09-21 18:30:26.843000+00:00,0,,,,,,,,,,,,,,,,,,1
3669,3669,640,RIUYUZDWLU68,*FED'S EVANS: RATE PROJECTIONS SHOW MUCH THE SAME SPOT BY MARCH,2022-09-27 07:44:59.446000+00:00,1,,,,,,,,0,90,100,85,80,100,100,100,100,75,1
3670,3670,1656,RIUYVXDWLU68,*FED'S EVANS: WE'RE ON A PATH THAT WE OUGHT TO BE ON RATES,2022-09-27 07:45:33.751000+00:00,1,,,,,,,,0,,,,,,,,,,1
3672,3672,956,RIZ5PSDWX2PS,*BULLARD: `BAD IDEA' TO CHANGE FED'S INFLATION TARGET,2022-09-29 14:03:28.278000+00:00,1,,,,,,,-1,1,95,100,90,90,90,100,100,88,85,1
3673,3673,1679,RJ0Y1UT0G1KW,*DALY SAYS FED’S NUMBER ONE PRIORITY IS TO GET INFLATION DOWN,2022-09-30 13:13:06.178000+00:00,1,,,,,,,-2,2,,,,,,,,,,1
3674,3674,28,RJ17YUT0G1KY,*BARKIN: DON'T KNOW HOW MUCH DEMAND IMPACT NEEDED TO EASE INF.,2022-09-30 16:47:18.484000+00:00,1,,0,,1,,,-1,1,90,100,80,100,60,100,100,75,70,1
3675,3675,722,RJ6XFFT0G1L0,*WILLIAMS: TIGHTER POLICY BEGINNING TO COOL DEMAND AND PRICES,2022-10-03 19:10:00.004000+00:00,1,,-1,1,-1,,,-1,-1,95,100,85,75,85,100,100,95,90,1
3677,3677,820,RJAAMCDWX2PV,*FED'S DALY: NOT SEEING SIGNS OF MARKET DISLOCATION,2022-10-05 14:23:00.298000+00:00,1,,,2,,,,,0,90,100,90,95,100,100,100,100,85,1
3678,3678,1178,RJAQ81T1UM13,*BOSTIC: FED SHOULDN’T `OVERREACT’ IF 2% ISN’T QUICKLY REACHED,2022-10-05 20:00:01.523000+00:00,1,,,,,,,2,0,95,100,100,100,100,100,100,90,85,1
3679,3679,147,RJAQ81T1UM11,"*BOSTIC: AFTER DEC., IDEALLY FED WAITS TO SEE HOW ECONOMY REACTS",2022-10-05 20:00:01.492000+00:00,1,,0,,,,,,0,90,100,75,100,100,100,100,100,80,1
3680,3680,1585,RJC2U5T0AFBC,*KASHKARI: NOT SEEING EVIDENCE THAT UNDERLYING INFLATION PEAKED,2022-10-06 13:30:05.804000+00:00,1,,,,,,,-2,1,,,,,,,,,,1
3681,3681,134,RJCE5YDWX2PT,*COOK: WILL LEARN APPROPRIATE PEAK OF POLICY RATE OVER TIME,2022-10-06 17:34:46.739000+00:00,1,,,,,,,,0,80,100,100,100,100,100,100,100,70,1
3682,3682,,RJC2I3T0AFB4,*FED'S KASHKARI SAYS FED HAS MORE WORK TO DO ON INFLATION,2022-10-06 13:22:51.785000+00:00,1,,,,,,,-1,2,95,100,90,90,90,100,100,85,80,1
3683,3683,795,RJJRSDDWX2PY,"*BRAINARD: UNCERTAINTY HIGH, WATCHING OUTLOOK, GLOBAL RISKS",2022-10-10 17:35:00.006000+00:00,1,-1,-1,-1,,,,,0,95,85,90,88,90,90,90,90,90,1
3685,3685,1055,RJLI23DWRGG8,*FED’S MESTER SAYS LARGER RISK COMES FROM TIGHTENING TOO LITTLE,2022-10-11 16:00:00.007000+00:00,1,,,-1,,,,-2,2,95,100,95,70,95,95,95,90,90,1
3686,3686,114,RJLPKKDWX2PS,*FED’S MESTER SEES NO EVIDENCE OF DISORDERLY MARKET FUNCTIONING,2022-10-11 18:21:00+00:00,1,,,2,,,,,0,95,100,80,90,100,100,100,100,85,1
3687,3687,283,RJNUL1DWLU6B,*BOWMAN: NEED TO KEEP RATES AT RESTRICTIVE LEVEL FOR SOME TIME,2022-10-12 22:30:00.003000+00:00,1,,-1,-1,-1,,,1,2,95,100,80,70,65,100,100,75,90,1
3688,3688,1449,RJRAWXDWX2PU,*BOSTIC SAYS WAS UNAWARE OF SPECIFIC TRADES DONE ON HIS BEHALF,2022-10-14 19:00:00.002000+00:00,0,,,,,,,,,,,,,,,,,,1
3689,3689,74,RJQXZEDWX2PS,*GEORGE: SUPPLY COULD BE SLOW IN HELPING US ON INFLATION FRONT,2022-10-14 14:09:14.952000+00:00,1,,-1,,-1,,,-1,-1,95,100,80,100,75,100,100,85,80,1
3690,3690,,RJQZ5QDWLU68,*FED GOVERNOR LISA COOK SAYS US LABOR MARKET IS `VERY STRONG',2022-10-14 14:34:38.518000+00:00,1,,,,,,2,,1,95,100,100,100,100,100,95,100,90,1
3691,3691,1048,RJYXCIT0G1KZ,"*KASHKARI: INFLATION TOO HIGH, FED NOW IN AGGRESSIVE CAMPAIGN",2022-10-18 21:36:18.451000+00:00,1,,,,-1,,,-2,2,95,100,95,90,85,100,90,95,90,1
3692,3692,77,RJYOAUT0AFB4,*BOSTIC: NEED STABLE PRICES FOR MAXIMUM EMPLOYMENT GROWTH,2022-10-18 18:20:54.373000+00:00,1,,1,,,,1,-1,1,90,100,80,100,100,100,85,75,70,1
3693,3693,94,RJYXWBT0G1KW,*KASHKARI: FED DOESN'T SET POLICY FOR WORLD; MANDATE IS DOMESTIC,2022-10-18 21:48:11.527000+00:00,1,-2,,,,,,,0,80,90,100,100,100,100,100,100,80,1
3694,3694,90,RK4238T0AFB4,*FED'S BULLARD SAYS JOB MARKET REMAINS EXTREMELY STRONG,2022-10-21 16:06:44.114000+00:00,1,,,,,,2,,2,95,100,90,95,90,100,98,90,85,1
3695,3695,,RKQIJUDWLU68,*GOLD ERASES POST-FED GAINS AS POWELL SAYS PAUSE TALK PREMATURE,2022-11-02 19:09:30.985000+00:00,1,,0,0,,,,,2,90,100,50,50,100,100,100,100,80,1
3696,3696,,RM2J6ZT1UM0X,"*BULLARD: TIME TO LET QT PROGRAM RUN FOR NOW; SO FAR, SO GOOD",2022-11-28 17:28:11.924000+00:00,1,,1,,,,,,0,95,100,90,100,100,100,100,100,85,1
3697,3697,,RKU9MHDWLU68,*HOUSE FIN. SERVICES CMTE CHAIR WATERS WRITES LETTER TO POWELL,2022-11-04 19:47:05.583000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
3699,3699,,RL3RIGDWLU6B,"*KRAKEN HAS NO EXPOSURE TO FTX, POWELL TELLS BLOOMBERG",2022-11-09 22:51:52.293000+00:00,0,,,,,,,,,93,100,100,100,100,100,100,100,100,1
3700,3700,573,RL54FCDWRGG1,*DALY: STRONG DOLLAR A HEADWIND TO GLOBAL GROWTH,2022-11-10 16:28:24.296000+00:00,1,-1,-1,0,,,,,-1,95,90,85,70,100,100,100,100,75,1
3701,3701,1740,RL53YLDWX2PU,*DALY: MUST BE MINDFUL OF IMPACT OF CUMULATIVE TIGHTENING,2022-11-10 16:18:21.536000+00:00,1,,-1,,,,,,0,,,,,,,,,,1
3702,3702,60,RLB3VXDWRGG0,*WALLER: WE ARE BARELY IN RESTRICTIVE POLICY TERRITORY,2022-11-13 22:02:21.944000+00:00,1,,0,1,,,,-1,1,85,100,80,70,100,100,100,70,80,1
3703,3703,133,RLE7NXT0G1KZ,*COOK: HAVE TO BE CAREFUL HOW MONETARY POLICY IS WIELDED,2022-11-15 14:16:45.648000+00:00,1,,0,0,,,,,0,85,100,65,65,100,100,100,100,70,1
3704,3704,1636,RLG3FET0G1L1,*WILLIAMS SAYS LIBOR TRANSITIONS EXTREMELY SUCCESSFUL SO FAR,2022-11-16 14:50:00.005000+00:00,0,,,,,,,,,,,,,,,,,,1
3705,3705,271,RLIBDOT1UM0X,*KASHKARI: HESITANT TO PREDICT WHEN TO STOP RAISING RATES,2022-11-17 19:27:24.249000+00:00,1,,,1,,,,-1,2,90,100,75,80,80,100,100,70,85,1
3706,3706,555,RLHSF3T0G1KW,*BULLARD: FED POLICY NOT YET AT SUFFICIENTLY RESTRICTIVE LEVEL,2022-11-17 13:00:00.001000+00:00,1,,,,,,,,2,95,100,82,75,70,100,92,84,93,1
3708,3708,447,RM306GT0G1KY,*BARKIN: HELPS TO BE MORE CAUTIOUS WITH FED RESTRICTIVE TERRAIN,2022-11-28 23:35:04.729000+00:00,1,,,-1,,,,,1,95,100,80,90,80,100,90,85,90,1
3709,3709,876,RM303PT1UM0Y,*BARKIN: ELEVATED INFLATION MAKES CASE THAT FED NEEDS TO DO MORE,2022-11-28 23:33:25.699000+00:00,1,,,,,,,-1,2,95,100,90,90,90,90,90,95,90,1
3710,3710,928,RM2MJ2T0AFB8,*WILLIAMS SAYS HE’S LIFTED HIS 2023 INFLATION FORECAST A BIT,2022-11-28 19:01:00.004000+00:00,1,,,,,,,-1,1,95,100,90,90,90,100,100,90,85,1
3712,3712,275,RM6CDLT1UM0W,*POWELL: LATEST JOLTS DATA WERE IN LINE WITH EXPECTATIONS,2022-11-30 18:51:21.234000+00:00,1,,0,,,,0,,0,85,100,70,100,100,100,90,100,75,1
3713,3713,899,RM6DUMT1UM0W,*POWELL: DON'T WANT TO CRASH THE ECONOMY THROUGH RATE HIKES,2022-11-30 19:23:10.096000+00:00,1,,-1,-1,,,,1,0,95,100,90,85,100,100,100,80,85,1
3714,3714,63,RM670QT0AFB5,"*COOK: INFLATION `MUCH TOO HIGH,' FED MUST BRING IT DOWN TO 2%",2022-11-30 17:35:00.001000+00:00,1,,,,-1,,,-2,1,95,100,100,100,80,100,100,95,90,1
3715,3715,892,RM86C4T1UM0W,*WILLIAMS: SEEING SIGNS OF INFLATION MOVING IN RIGHT DIRECTION,2022-12-01 18:36:04.789000+00:00,1,,,,,,,1,0,95,100,90,100,95,100,100,87,85,1
3716,3716,17,RM86CQT0G1KW,*WILLIAMS: SEEING FORWARD INDICATORS THAT INFLATION IS TURNING,2022-12-01 18:36:26.553000+00:00,1,,,,,,,-1,0,95,100,80,90,70,100,100,85,80,1
3717,3717,1233,RM9TRRT1UM0W,*EVANS SAYS FED IS ON A PATH TO GETTING INFLATION BACK TO GOAL,2022-12-02 15:59:51.074000+00:00,1,,,,,,,1,0,95,100,90,90,90,100,100,90,85,1
3719,3719,696,RMWBRODWLU68,*POWELL: PARTICIPANTS SEE INFLATION RISKS TO THE UPSIDE,2022-12-14 19:35:48.497000+00:00,1,,0,,,,,-1,1,95,100,85,90,90,100,100,90,85,1
3720,3720,1084,RMWC0LDWRGG0,*POWELL: FED FOCUS ISN'T ON SHORT-TERM MOVES BUT PERSISTENT ONES,2022-12-14 19:41:09.874000+00:00,1,,0,0,,,,0,0,85,100,100,80,100,100,100,75,70,1
3721,3721,,RMWCF9T0AFB4,*TREASURIES PARE DROP AS POWELL SAYS FED TO REACT TO DATA,2022-12-14 19:49:57.149000+00:00,1,,,,,,,,0,80,100,100,100,100,100,100,100,60,1
3722,3722,,RMWBKWDWX2PS,*FEDERAL RESERVE CHAIR JEROME POWELL STARTS PRESS CONFERENCE,2022-12-14 19:31:44.725000+00:00,0,,,,,,,,,,,,,,,,,,1
3723,3723,,RMWDMSDWX2PS,*FEDERAL RESERVE CHAIR JEROME POWELL ENDS PRESS CONFERENCE,2022-12-14 20:16:04.072000+00:00,0,,,,,,,,,,,,,,,,,,1
3724,3724,1211,RN03ONT0AFB4,*MESTER: HER RATE FORECAST IS A LITTLE HIGHER THAN MEDIAN DOT,2022-12-16 20:31:35.808000+00:00,1,,,1,,,,-1,2,95,100,100,70,100,100,100,60,85,1
3725,3725,497,RO2OB1DWRGG0,*BOSTIC SEES INFLATION FALLING TO SOMEWHERE AROUND 3% BY END `23,2023-01-06 16:25:49.765000+00:00,1,,,,,,,-1,1,95,100,80,90,75,100,100,90,85,1
3726,3726,1543,RO2OA3DWX2PT,*BOSTIC: TOO SOON TO SAY INFLATION PEAKED BUT DATA ENCOURAGING,2023-01-06 16:25:15.596000+00:00,1,,,,,,,-1,0,,,,,,,,,,1
3727,3727,45,RO2KN1DWX2PS,*FED'S BOSTIC SAYS JOBS DATA DOES NOT CHANGE HIS OUTLOOK AT ALL,2023-01-06 15:06:37.039000+00:00,1,,,,,,0,,0,95,100,90,95,95,100,90,95,85,1
3728,3728,1174,RO85NMT0AFB6,*NY FED: SAYS 3 YEAR INFLATION EXPECTATIONS UNCHANGED AT 3%,2023-01-09 16:00:00.005000+00:00,1,,,,,,,-1,0,95,100,100,100,100,100,100,85,75,1
3729,3729,1491,RODT47T0AFB4,*BULLARD SEES INFLATION MOVING DOWN TO 2% AS WE MOVE FORWARD,2023-01-12 16:43:19.653000+00:00,1,,,,,,,2,0,,,,,,,,,,1
3730,3730,1728,RODJVST1UM1O,*FED’S HARKER: 25 BPS HIKES `WILL BE APPROPRIATE GOING FORWARD’,2023-01-12 13:45:00.007000+00:00,1,,,,,,,-2,1,,,,,,,,,,1
3731,3731,101,RODJVRT0AFB6,*FED’S HARKER: THE DAYS OF 75 BPS HIKES ARE `SURELY’ BEHIND US,2023-01-12 13:45:00.002000+00:00,1,,,1,,,,-1,1,95,100,100,70,100,100,100,68,85,1
3732,3732,,ROFLO5T0AFB5,*FED SAYS 2022 NET INCOME $58.4B IN 2022 VS $107.9B 2021,2023-01-13 16:00:00.010000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
